order_id,customer_id,order_date,region,category,segment,status,units,unit_price,discount_pct,revenue,rev_tier,quarter,region_total,rev_share_pct
ORD5217,1077,11-01-2024,South,Electronics,Regular,Returned,24,533.486076,5,12163.48,High,2024Q1,527524.29,2.306
ORD5218,1064,17-10-2024,East,Electronics,Regular,Returned,16,108.0086678,5,1641.73,Medium,2024Q4,544918.75,0.301
ORD5219,1065,25-09-2024,North,Clothing,Regular,Returned,18,472.8837641,0,8511.91,High,2024Q3,640634.4,1.329
ORD5220,1039,21-01-2024,East,Clothing,Premium,Delivered,7,599.7192885,15,3568.33,Medium,2024Q1,544918.75,0.655
ORD5221,1013,03-01-2024,East,Sports,Regular,Delivered,17,284.1934383,20,3865.03,Medium,2024Q1,544918.75,0.709
ORD5222,1080,02-09-2024,North,Electronics,Premium,Delivered,4,488.8570095,10,1759.89,Medium,2024Q3,640634.4,0.275
ORD5223,1039,24-04-2024,North,Clothing,Premium,Delivered,15,547.9868261,15,6986.83,High,2024Q2,640634.4,1.091
ORD5224,1071,14-04-2024,North,Home,Regular,Pending,2,280.6461584,0,561.29,Low,2024Q2,640634.4,0.088
ORD5225,1049,12-09-2024,East,Electronics,Regular,Delivered,7,143.010821,0,1001.08,Low,2024Q3,544918.75,0.184
ORD5226,1065,07-02-2024,North,Electronics,Regular,Delivered,12,297.0027683,0,3564.03,Medium,2024Q1,640634.4,0.556
ORD5227,1060,25-10-2024,East,Electronics,Regular,Pending,7,96.98137861,15,577.04,Low,2024Q4,544918.75,0.106
ORD5228,1051,05-02-2024,West,Electronics,Premium,Delivered,23,422.826286,0,9725,High,2024Q1,536206.69,1.814
ORD5229,1078,23-04-2024,East,Clothing,Premium,Delivered,2,442.8337937,20,708.53,Low,2024Q2,544918.75,0.13
ORD5230,1051,17-09-2024,South,Sports,Premium,Returned,13,321.6245,20,3344.89,Medium,2024Q3,527524.29,0.634
ORD5231,1021,12-08-2024,South,Electronics,Premium,Delivered,4,285.078035,10,1026.28,Low,2024Q3,527524.29,0.195
ORD5232,1028,07-11-2024,South,Clothing,Regular,Delivered,19,190.2636217,0,3615.01,Medium,2024Q4,527524.29,0.685
ORD5233,1037,14-12-2024,North,Clothing,Regular,Delivered,22,300.3338702,0,6607.35,High,2024Q4,640634.4,1.031
ORD5234,1031,01-10-2024,East,Sports,Regular,Delivered,13,512.0953665,0,6657.24,High,2024Q4,544918.75,1.222
ORD5235,1051,17-07-2024,South,Home,VIP,Pending,1,221.1402089,5,210.08,Low,2024Q3,527524.29,0.04
ORD5236,1008,10-11-2024,East,Sports,Premium,Delivered,5,258.4847383,20,1033.94,Low,2024Q4,544918.75,0.19
ORD5237,1027,31-10-2024,North,Electronics,Premium,Delivered,16,259.5291975,10,3737.22,Medium,2024Q4,640634.4,0.583
ORD5238,1020,13-09-2024,North,Sports,VIP,Returned,11,520.5549881,0,5726.1,High,2024Q3,640634.4,0.894
ORD5239,1014,15-09-2024,East,Clothing,Premium,Delivered,16,420.3454919,15,5716.7,High,2024Q3,544918.75,1.049
ORD5240,1014,05-03-2024,East,Clothing,Regular,Delivered,5,153.7329609,20,614.93,Low,2024Q1,544918.75,0.113
ORD5241,1015,03-03-2024,West,Clothing,Premium,Delivered,19,518.321898,20,7878.49,High,2024Q1,536206.69,1.469
ORD5242,1062,13-08-2024,North,Home,Regular,Returned,11,165.7901492,0,1823.69,Medium,2024Q3,640634.4,0.285
ORD5243,1019,29-02-2024,South,Clothing,Regular,Delivered,2,599.2002018,20,958.72,Low,2024Q1,527524.29,0.182
ORD5244,1072,08-05-2024,West,Clothing,Regular,Delivered,10,152.5728309,10,1373.16,Medium,2024Q2,536206.69,0.256
ORD5245,1053,18-01-2024,South,Electronics,Premium,Delivered,9,402.5170026,10,3260.39,Medium,2024Q1,527524.29,0.618
ORD5246,1004,11-07-2024,North,Clothing,Regular,Delivered,15,284.530731,0,4267.96,Medium,2024Q3,640634.4,0.666
ORD5247,1079,17-08-2024,North,Home,Premium,Delivered,1,56.55933136,10,50.9,Low,2024Q3,640634.4,0.008
ORD5248,1006,19-03-2024,South,Electronics,Regular,Delivered,9,158.6547106,10,1285.1,Low,2024Q1,527524.29,0.244
ORD5249,1030,30-03-2024,East,Electronics,Premium,Returned,1,525.6353537,5,499.35,Low,2024Q1,544918.75,0.092
ORD5250,1026,06-06-2024,North,Home,Premium,Delivered,23,452.1346272,15,8839.23,High,2024Q2,640634.4,1.38
ORD5251,1027,28-01-2024,North,Clothing,Regular,Delivered,5,516.9538194,10,2326.29,Medium,2024Q1,640634.4,0.363
ORD5252,1066,30-07-2024,East,Home,Premium,Delivered,13,389.5714395,10,4557.99,Medium,2024Q3,544918.75,0.836
ORD5253,1043,08-09-2024,East,Clothing,Premium,Pending,13,478.0851291,10,5593.6,High,2024Q3,544918.75,1.027
ORD5254,1077,05-10-2024,North,Sports,Regular,Delivered,5,291.5150709,0,1457.58,Medium,2024Q4,640634.4,0.228
ORD5255,1026,05-10-2024,East,Electronics,Premium,Delivered,5,463.7749329,5,2202.93,Medium,2024Q4,544918.75,0.404
ORD5256,1066,14-10-2024,West,Clothing,Premium,Delivered,24,227.6281626,10,4916.77,Medium,2024Q4,536206.69,0.917
ORD5257,1031,26-11-2024,North,Clothing,Regular,Returned,12,435.0321352,10,4698.35,Medium,2024Q4,640634.4,0.733
ORD5258,1057,03-10-2024,North,Home,Regular,Delivered,5,333.658077,15,1418.05,Medium,2024Q4,640634.4,0.221
ORD5259,1020,07-08-2024,West,Sports,Regular,Returned,9,163.2107625,15,1248.56,Low,2024Q3,536206.69,0.233
ORD5260,1076,16-10-2024,West,Sports,Regular,Delivered,14,190.998948,10,2406.59,Medium,2024Q4,536206.69,0.449
ORD5261,1039,22-12-2024,North,Electronics,Regular,Delivered,11,188.4279484,5,1969.07,Medium,2024Q4,640634.4,0.307
ORD5262,1055,13-12-2024,East,Electronics,Regular,Delivered,23,422.1482859,10,8738.47,High,2024Q4,544918.75,1.604
ORD5263,1047,31-07-2024,West,Home,Regular,Delivered,6,422.3377323,20,2027.22,Medium,2024Q3,536206.69,0.378
ORD5264,1055,22-02-2024,East,Sports,Regular,Pending,12,276.2389648,0,3314.87,Medium,2024Q1,544918.75,0.608
ORD5265,1072,09-03-2024,East,Electronics,VIP,Pending,22,59.43282517,20,1046.02,Low,2024Q1,544918.75,0.192
ORD5266,1062,18-04-2024,West,Electronics,Premium,Delivered,16,282.6988967,5,4297.02,Medium,2024Q2,536206.69,0.801
ORD5267,1015,20-11-2024,North,Home,Premium,Delivered,2,598.5544358,10,1077.4,Low,2024Q4,640634.4,0.168
ORD5268,1011,02-02-2024,North,Clothing,Regular,Pending,15,68.73532182,0,1031.03,Low,2024Q1,640634.4,0.161
ORD5269,1077,07-04-2024,East,Home,Premium,Delivered,15,321.3481318,5,4579.21,Medium,2024Q2,544918.75,0.84
ORD5270,1044,29-03-2024,South,Home,Regular,Returned,21,279.3379032,20,4692.88,Medium,2024Q1,527524.29,0.89
ORD5271,1049,21-10-2024,East,Home,VIP,Delivered,21,92.90589683,0,1951.02,Medium,2024Q4,544918.75,0.358
ORD5272,1030,20-09-2024,West,Sports,Regular,Pending,19,407.9290881,20,6200.52,High,2024Q3,536206.69,1.156
ORD5273,1030,21-09-2024,East,Clothing,Regular,Delivered,19,530.7296024,10,9075.48,High,2024Q3,544918.75,1.665
ORD5274,1080,11-12-2024,West,Books,Regular,Returned,4,330.7283525,10,1190.62,Low,2024Q4,536206.69,0.222
ORD5275,1004,27-06-2024,West,Clothing,Regular,Returned,11,299.7673754,20,2637.95,Medium,2024Q2,536206.69,0.492
ORD5276,1010,31-12-2024,West,Clothing,Regular,Returned,15,481.6610047,5,6863.67,High,2024Q4,536206.69,1.28
ORD5277,1041,08-01-2024,North,Home,VIP,Delivered,8,219.3185642,15,1491.37,Medium,2024Q1,640634.4,0.233
ORD5278,1007,10-10-2024,South,Clothing,Regular,Delivered,13,461.3803397,15,5098.25,Medium,2024Q4,527524.29,0.966
ORD5279,1013,21-03-2024,West,Home,Regular,Returned,21,560.2980731,20,9413.01,High,2024Q1,536206.69,1.755
ORD5280,1033,03-12-2024,South,Books,VIP,Delivered,2,407.6228242,20,652.2,Low,2024Q4,527524.29,0.124
ORD5281,1034,15-08-2024,North,Sports,Premium,Delivered,16,411.92723,0,6590.84,High,2024Q3,640634.4,1.029
ORD5282,1054,24-06-2024,North,Electronics,Regular,Delivered,24,462.3155686,0,11095.57,High,2024Q2,640634.4,1.732
ORD5283,1010,29-10-2024,East,Sports,VIP,Delivered,8,212.2634964,10,1528.3,Medium,2024Q4,544918.75,0.28
ORD5284,1046,15-06-2024,North,Clothing,Regular,Delivered,24,583.2809449,20,11198.99,High,2024Q2,640634.4,1.748
ORD5285,1072,28-10-2024,South,Electronics,Regular,Returned,19,435.1171772,20,6613.78,High,2024Q4,527524.29,1.254
ORD5286,1037,21-10-2024,South,Home,Regular,Returned,18,63.08533806,5,1078.76,Low,2024Q4,527524.29,0.204
ORD5287,1080,28-12-2024,West,Sports,Premium,Returned,21,549.1976849,15,9803.18,High,2024Q4,536206.69,1.828
ORD5288,1038,03-08-2024,South,Clothing,Regular,Delivered,17,284.227494,15,4107.09,Medium,2024Q3,527524.29,0.779
ORD5289,1073,31-05-2024,South,Books,Premium,Returned,24,188.3406872,15,3842.15,Medium,2024Q2,527524.29,0.728
ORD5290,1061,10-04-2024,South,Sports,Premium,Delivered,6,393.2514302,10,2123.56,Medium,2024Q2,527524.29,0.403
ORD5291,1060,30-10-2024,North,Home,Regular,Delivered,10,200.1814735,5,1901.72,Medium,2024Q4,640634.4,0.297
ORD5292,1077,19-11-2024,North,Sports,Regular,Delivered,11,199.1986599,15,1862.51,Medium,2024Q4,640634.4,0.291
ORD5293,1023,12-05-2024,East,Electronics,Regular,Delivered,14,70.95813767,15,844.4,Low,2024Q2,544918.75,0.155
ORD5294,1040,13-07-2024,South,Electronics,Regular,Delivered,11,543.8900474,10,5384.51,Medium,2024Q3,527524.29,1.021
ORD5295,1015,12-12-2024,South,Books,Premium,Returned,8,594.8069805,10,4282.61,Medium,2024Q4,527524.29,0.812
ORD5296,1079,29-06-2024,North,Clothing,Regular,Delivered,14,324.2984303,20,3632.14,Medium,2024Q2,640634.4,0.567
ORD5297,1042,04-05-2024,East,Sports,Regular,Delivered,15,445.0549632,5,6342.03,High,2024Q2,544918.75,1.164
ORD5298,1052,21-11-2024,East,Electronics,Premium,Delivered,20,537.0354131,0,10740.71,High,2024Q4,544918.75,1.971
ORD5299,1057,14-08-2024,North,Sports,Premium,Delivered,22,401.6621598,15,7511.08,High,2024Q3,640634.4,1.172
ORD5300,1055,19-09-2024,West,Electronics,Premium,Delivered,13,156.5264459,15,1729.62,Medium,2024Q3,536206.69,0.323
ORD5301,1001,10-09-2024,East,Home,Regular,Delivered,13,511.969087,0,6655.6,High,2024Q3,544918.75,1.221
ORD5302,1024,09-02-2024,South,Electronics,VIP,Delivered,14,202.3982821,10,2550.22,Medium,2024Q1,527524.29,0.483
ORD5303,1044,23-06-2024,North,Clothing,Regular,Returned,16,278.3132448,10,4007.71,Medium,2024Q2,640634.4,0.626
ORD5304,1024,01-07-2024,West,Electronics,Regular,Delivered,4,328.6131344,5,1248.73,Low,2024Q3,536206.69,0.233
ORD5305,1026,07-05-2024,East,Clothing,Premium,Delivered,3,200.4050421,20,480.97,Low,2024Q2,544918.75,0.088
ORD5306,1058,28-01-2024,South,Electronics,VIP,Delivered,17,206.8479473,20,2813.13,Medium,2024Q1,527524.29,0.533
ORD5307,1024,29-04-2024,East,Clothing,Regular,Pending,11,445.1826424,20,3917.61,Medium,2024Q2,544918.75,0.719
ORD5308,1034,17-05-2024,East,Clothing,Premium,Returned,6,130.0601091,5,741.34,Low,2024Q2,544918.75,0.136
ORD5309,1075,15-01-2024,South,Electronics,Regular,Returned,23,316.4127643,10,6549.74,High,2024Q1,527524.29,1.242
ORD5310,1057,17-03-2024,South,Books,Premium,Delivered,6,491.0264617,15,2504.23,Medium,2024Q1,527524.29,0.475
ORD5311,1052,17-04-2024,East,Clothing,Regular,Delivered,23,222.9903283,15,4359.46,Medium,2024Q2,544918.75,0.8
ORD5312,1012,10-10-2024,West,Electronics,VIP,Delivered,10,500.1001683,10,4500.9,Medium,2024Q4,536206.69,0.839
ORD5313,1002,04-11-2024,South,Home,Regular,Delivered,4,436.3564908,0,1745.43,Medium,2024Q4,527524.29,0.331
ORD5314,1008,10-04-2024,South,Clothing,VIP,Delivered,5,379.1769292,10,1706.3,Medium,2024Q2,527524.29,0.323
ORD5315,1043,19-03-2024,South,Sports,Regular,Delivered,14,580.3969958,15,6906.72,High,2024Q1,527524.29,1.309
ORD5316,1043,05-08-2024,North,Books,Premium,Delivered,8,321.1538526,20,2055.38,Medium,2024Q3,640634.4,0.321
ORD5317,1070,25-12-2024,West,Clothing,Premium,Delivered,5,310.9156408,5,1476.85,Medium,2024Q4,536206.69,0.275
ORD5318,1072,19-03-2024,East,Electronics,Regular,Delivered,13,292.9875759,0,3808.84,Medium,2024Q1,544918.75,0.699
ORD5319,1074,27-09-2024,North,Home,Premium,Delivered,21,364.0259646,15,6497.86,High,2024Q3,640634.4,1.014
ORD5320,1043,13-12-2024,East,Home,Regular,Pending,4,512.2567639,0,2049.03,Medium,2024Q4,544918.75,0.376
ORD5321,1010,27-11-2024,North,Electronics,Regular,Delivered,19,262.7037425,5,4741.8,Medium,2024Q4,640634.4,0.74
ORD5322,1026,15-07-2024,East,Electronics,VIP,Delivered,11,206.7331518,0,2274.06,Medium,2024Q3,544918.75,0.417
ORD5323,1059,24-03-2024,West,Home,Premium,Returned,20,460.5887826,15,7830.01,High,2024Q1,536206.69,1.46
ORD5324,1022,06-09-2024,North,Clothing,VIP,Returned,10,316.2617457,20,2530.09,Medium,2024Q3,640634.4,0.395
ORD5325,1015,19-05-2024,East,Electronics,Regular,Returned,10,449.2316953,0,4492.32,Medium,2024Q2,544918.75,0.824
ORD5326,1070,14-07-2024,West,Sports,Regular,Delivered,15,559.6741544,10,7555.6,High,2024Q3,536206.69,1.409
ORD5327,1051,10-08-2024,North,Electronics,Regular,Delivered,24,320.1889863,5,7300.31,High,2024Q3,640634.4,1.14
ORD5328,1051,27-03-2024,West,Clothing,Premium,Delivered,9,186.5955412,0,1679.36,Medium,2024Q1,536206.69,0.313
ORD5329,1079,09-06-2024,West,Sports,Premium,Delivered,1,498.458987,0,498.46,Low,2024Q2,536206.69,0.093
ORD5330,1053,20-03-2024,East,Electronics,Premium,Delivered,10,387.0515511,15,3289.94,Medium,2024Q1,544918.75,0.604
ORD5331,1026,01-07-2024,North,Electronics,VIP,Delivered,3,553.4523,10,1494.32,Medium,2024Q3,640634.4,0.233
ORD5332,1028,04-08-2024,East,Clothing,Regular,Delivered,14,452.0023349,15,5378.83,Medium,2024Q3,544918.75,0.987
ORD5333,1008,30-05-2024,North,Sports,Premium,Delivered,3,433.3999062,5,1235.19,Low,2024Q2,640634.4,0.193
ORD5334,1048,05-08-2024,South,Home,Regular,Delivered,18,297.5965928,10,4821.06,Medium,2024Q3,527524.29,0.914
ORD5335,1014,27-02-2024,East,Electronics,Regular,Returned,2,322.9246164,10,581.26,Low,2024Q1,544918.75,0.107
ORD5336,1017,21-07-2024,East,Books,Premium,Delivered,7,580.8297087,5,3862.52,Medium,2024Q3,544918.75,0.709
ORD5337,1014,11-08-2024,South,Electronics,Regular,Delivered,13,238.5829801,10,2791.42,Medium,2024Q3,527524.29,0.529
ORD5338,1008,07-10-2024,West,Sports,VIP,Returned,1,411.9986261,5,391.4,Low,2024Q4,536206.69,0.073
ORD5339,1017,17-05-2024,North,Sports,Premium,Delivered,6,443.8526438,0,2663.12,Medium,2024Q2,640634.4,0.416
ORD5340,1061,15-03-2024,East,Sports,Regular,Delivered,7,106.1168484,5,705.68,Low,2024Q1,544918.75,0.13
ORD5341,1015,13-06-2024,East,Electronics,Regular,Delivered,22,390.7643942,5,8166.98,High,2024Q2,544918.75,1.499
ORD5342,1006,19-02-2024,North,Home,Regular,Delivered,23,105.8041517,0,2433.5,Medium,2024Q1,640634.4,0.38
ORD5343,1022,04-08-2024,South,Electronics,Regular,Delivered,16,398.707473,15,5422.42,Medium,2024Q3,527524.29,1.028
ORD5344,1034,15-02-2024,North,Home,Regular,Pending,12,273.8382565,5,3121.76,Medium,2024Q1,640634.4,0.487
ORD5345,1047,26-06-2024,East,Electronics,Regular,Delivered,14,155.9380571,10,1964.82,Medium,2024Q2,544918.75,0.361
ORD5346,1076,14-11-2024,South,Electronics,Premium,Delivered,22,478.8134844,5,10007.2,High,2024Q4,527524.29,1.897
ORD5347,1014,04-08-2024,North,Home,Premium,Delivered,10,344.3578286,5,3271.4,Medium,2024Q3,640634.4,0.511
ORD5348,1044,21-09-2024,South,Electronics,Regular,Returned,24,554.1029223,20,10638.78,High,2024Q3,527524.29,2.017
ORD5349,1012,25-04-2024,South,Electronics,Regular,Pending,3,421.70886,15,1075.36,Low,2024Q2,527524.29,0.204
ORD5350,1053,27-02-2024,West,Clothing,Premium,Delivered,13,154.1935869,15,1703.84,Medium,2024Q1,536206.69,0.318
ORD5351,1027,13-10-2024,North,Home,Premium,Delivered,22,499.8840175,0,10997.45,High,2024Q4,640634.4,1.717
ORD5352,1065,12-02-2024,South,Electronics,Regular,Delivered,7,565.9292182,0,3961.5,Medium,2024Q1,527524.29,0.751
ORD5353,1001,28-07-2024,South,Clothing,Premium,Delivered,14,327.1639368,0,4580.3,Medium,2024Q3,527524.29,0.868
ORD5354,1045,09-10-2024,North,Clothing,Premium,Returned,22,576.3820885,15,10778.35,High,2024Q4,640634.4,1.682
ORD5355,1080,24-01-2024,East,Home,Premium,Delivered,19,204.0240118,0,3876.46,Medium,2024Q1,544918.75,0.711
ORD5356,1041,11-09-2024,East,Home,VIP,Delivered,22,260.1402451,0,5723.09,High,2024Q3,544918.75,1.05
ORD5357,1037,31-08-2024,South,Clothing,Premium,Delivered,5,284.2810465,15,1208.19,Low,2024Q3,527524.29,0.229
ORD5358,1071,25-12-2024,South,Sports,Premium,Delivered,9,104.917295,10,849.83,Low,2024Q4,527524.29,0.161
ORD5359,1025,13-05-2024,North,Electronics,Premium,Delivered,19,458.2480062,0,8706.71,High,2024Q2,640634.4,1.359
ORD5360,1063,17-07-2024,North,Home,Regular,Returned,19,217.8722847,10,3725.62,Medium,2024Q3,640634.4,0.582
ORD5361,1031,27-02-2024,East,Home,Regular,Delivered,22,218.728978,20,3849.63,Medium,2024Q1,544918.75,0.706
ORD5362,1017,07-07-2024,South,Sports,Premium,Delivered,24,449.8995378,5,10257.71,High,2024Q3,527524.29,1.945
ORD5363,1009,24-05-2024,West,Electronics,Premium,Delivered,18,275.6441012,15,4217.35,Medium,2024Q2,536206.69,0.787
ORD5364,1060,01-04-2024,East,Sports,Premium,Delivered,24,98.75821024,10,2133.18,Medium,2024Q2,544918.75,0.391
ORD5365,1053,05-05-2024,West,Electronics,VIP,Delivered,16,563.7875557,10,8118.54,High,2024Q2,536206.69,1.514
ORD5366,1043,29-09-2024,South,Clothing,Regular,Delivered,11,523.0422125,5,5465.79,High,2024Q3,527524.29,1.036
ORD5367,1006,16-01-2024,West,Home,Regular,Delivered,4,190.3894259,20,609.25,Low,2024Q1,536206.69,0.114
ORD5368,1029,26-07-2024,South,Electronics,Regular,Delivered,24,301.4055053,0,7233.73,High,2024Q3,527524.29,1.371
ORD5369,1036,11-10-2024,East,Books,Regular,Delivered,10,515.9319782,10,4643.39,Medium,2024Q4,544918.75,0.852
ORD5370,1028,03-09-2024,West,Home,Regular,Returned,18,82.4939636,5,1410.65,Medium,2024Q3,536206.69,0.263
ORD5371,1077,07-11-2024,North,Books,Premium,Delivered,6,462.5324717,5,2636.44,Medium,2024Q4,640634.4,0.412
ORD5372,1030,18-01-2024,East,Sports,VIP,Delivered,5,472.4195003,10,2125.89,Medium,2024Q1,544918.75,0.39
ORD5373,1050,13-07-2024,West,Sports,VIP,Delivered,24,427.137992,0,10251.31,High,2024Q3,536206.69,1.912
ORD5374,1041,09-05-2024,West,Electronics,Regular,Delivered,12,67.95685179,10,733.93,Low,2024Q2,536206.69,0.137
ORD5375,1005,04-09-2024,South,Clothing,Regular,Delivered,23,194.2854729,15,3798.28,Medium,2024Q3,527524.29,0.72
ORD5376,1015,28-03-2024,South,Sports,Regular,Delivered,16,250.4995501,0,4007.99,Medium,2024Q1,527524.29,0.76
ORD5377,1068,16-07-2024,North,Home,Regular,Delivered,11,498.2414694,10,4932.59,Medium,2024Q3,640634.4,0.77
ORD5378,1007,20-06-2024,West,Electronics,Regular,Returned,13,103.5140084,10,1211.11,Low,2024Q2,536206.69,0.226
ORD5379,1063,11-04-2024,South,Sports,Regular,Delivered,9,166.1125963,20,1196.01,Low,2024Q2,527524.29,0.227
ORD5380,1065,16-12-2024,East,Clothing,Premium,Delivered,8,455.4918159,5,3461.74,Medium,2024Q4,544918.75,0.635
ORD5381,1004,23-08-2024,North,Home,Premium,Delivered,19,410.0371771,0,7790.71,High,2024Q3,640634.4,1.216
ORD5382,1062,08-02-2024,North,Sports,VIP,Delivered,7,273.722033,0,1916.05,Medium,2024Q1,640634.4,0.299
ORD5383,1027,27-08-2024,East,Clothing,Regular,Delivered,8,223.1022435,5,1695.58,Medium,2024Q3,544918.75,0.311
ORD5384,1024,15-01-2024,East,Home,Premium,Delivered,10,224.150024,0,2241.5,Medium,2024Q1,544918.75,0.411
ORD5385,1070,10-06-2024,East,Electronics,Premium,Pending,12,396.6490925,10,4283.81,Medium,2024Q2,544918.75,0.786
ORD5386,1020,15-11-2024,West,Clothing,Regular,Delivered,6,63.02096221,10,340.31,Low,2024Q4,536206.69,0.063
ORD5387,1049,16-06-2024,South,Electronics,VIP,Delivered,4,84.25334795,5,320.16,Low,2024Q2,527524.29,0.061
ORD5388,1013,07-01-2024,South,Electronics,Regular,Delivered,7,590.6661533,20,3307.73,Medium,2024Q1,527524.29,0.627
ORD5389,1020,24-05-2024,West,Clothing,VIP,Delivered,3,468.5683269,0,1405.7,Medium,2024Q2,536206.69,0.262
ORD5390,1026,11-04-2024,North,Electronics,Regular,Returned,3,575.7369099,0,1727.21,Medium,2024Q2,640634.4,0.27
ORD5391,1072,05-09-2024,North,Clothing,Regular,Delivered,9,340.1159088,15,2601.89,Medium,2024Q3,640634.4,0.406
ORD5392,1014,14-09-2024,North,Home,VIP,Returned,16,493.2680151,15,6708.45,High,2024Q3,640634.4,1.047
ORD5393,1017,28-10-2024,East,Home,VIP,Returned,3,71.06963088,20,170.57,Low,2024Q4,544918.75,0.031
ORD5394,1047,01-10-2024,North,Clothing,Regular,Delivered,10,542.1694643,20,4337.36,Medium,2024Q4,640634.4,0.677
ORD5395,1021,14-03-2024,East,Home,Premium,Delivered,5,423.1862998,10,1904.34,Medium,2024Q1,544918.75,0.349
ORD5396,1074,17-03-2024,East,Home,Premium,Delivered,12,423.5411642,10,4574.24,Medium,2024Q1,544918.75,0.839
ORD5397,1066,27-11-2024,South,Sports,Premium,Delivered,23,523.4613771,0,12039.61,High,2024Q4,527524.29,2.282
ORD5398,1028,13-10-2024,South,Sports,VIP,Delivered,12,553.2763811,5,6307.35,High,2024Q4,527524.29,1.196
ORD5399,1033,06-04-2024,East,Sports,Regular,Delivered,12,528.1225994,0,6337.47,High,2024Q2,544918.75,1.163
ORD5400,1054,14-05-2024,South,Home,Premium,Returned,8,224.8282285,0,1798.63,Medium,2024Q2,527524.29,0.341
ORD5401,1076,24-06-2024,East,Sports,Regular,Delivered,17,204.7805861,10,3133.14,Medium,2024Q2,544918.75,0.575
ORD5402,1013,27-12-2024,West,Home,Regular,Pending,12,74.35213014,5,847.61,Low,2024Q4,536206.69,0.158
ORD5403,1063,30-11-2024,North,Sports,Premium,Pending,9,235.234315,5,2011.25,Medium,2024Q4,640634.4,0.314
ORD5404,1002,15-02-2024,South,Clothing,Regular,Delivered,7,158.6745452,0,1110.72,Low,2024Q1,527524.29,0.211
ORD5405,1006,01-01-2024,East,Electronics,Regular,Delivered,22,301.4853232,0,6632.68,High,2024Q1,544918.75,1.217
ORD5406,1024,19-11-2024,North,Sports,VIP,Returned,13,278.2762634,15,3074.95,Medium,2024Q4,640634.4,0.48
ORD5407,1031,27-08-2024,East,Books,Regular,Returned,19,500.9735018,5,9042.57,High,2024Q3,544918.75,1.659
ORD5408,1053,22-06-2024,North,Clothing,Regular,Delivered,8,83.46329621,0,667.71,Low,2024Q2,640634.4,0.104
ORD5409,1024,17-03-2024,North,Home,Premium,Delivered,4,192.4573795,15,654.36,Low,2024Q1,640634.4,0.102
ORD5410,1011,25-04-2024,South,Home,Regular,Delivered,13,238.3242117,10,2788.39,Medium,2024Q2,527524.29,0.529
ORD5411,1015,20-09-2024,West,Electronics,Regular,Delivered,8,598.1312164,5,4545.8,Medium,2024Q3,536206.69,0.848
ORD5412,1060,11-11-2024,West,Clothing,VIP,Delivered,1,182.4731641,20,145.98,Low,2024Q4,536206.69,0.027
ORD5413,1013,17-09-2024,East,Clothing,Regular,Delivered,24,557.8636169,20,10710.98,High,2024Q3,544918.75,1.966
ORD5414,1030,03-08-2024,South,Electronics,Regular,Delivered,13,393.4113894,10,4602.91,Medium,2024Q3,527524.29,0.873
ORD5415,1049,24-03-2024,East,Clothing,Regular,Delivered,17,181.9426097,10,2783.72,Medium,2024Q1,544918.75,0.511
ORD5416,1030,10-07-2024,North,Electronics,Regular,Delivered,9,236.6751005,10,1917.07,Medium,2024Q3,640634.4,0.299
ORD5417,1046,04-11-2024,North,Clothing,Premium,Returned,15,98.41375542,15,1254.78,Low,2024Q4,640634.4,0.196
ORD5418,1030,05-02-2024,East,Electronics,Premium,Delivered,8,532.7892292,0,4262.31,Medium,2024Q1,544918.75,0.782
ORD5419,1048,22-01-2024,South,Sports,Premium,Delivered,17,85.7427752,15,1238.98,Low,2024Q1,527524.29,0.235
ORD5420,1080,24-03-2024,East,Sports,Premium,Delivered,10,440.172803,10,3961.56,Medium,2024Q1,544918.75,0.727
ORD5421,1062,22-06-2024,South,Books,Regular,Returned,19,376.3338025,20,5720.27,High,2024Q2,527524.29,1.084
ORD5422,1062,12-07-2024,North,Electronics,VIP,Delivered,1,67.52413961,10,60.77,Low,2024Q3,640634.4,0.009
ORD5423,1004,28-11-2024,West,Electronics,Premium,Delivered,15,199.7790326,10,2697.02,Medium,2024Q4,536206.69,0.503
ORD5424,1008,01-11-2024,North,Clothing,Premium,Delivered,3,147.6491693,20,354.36,Low,2024Q4,640634.4,0.055
ORD5425,1023,01-02-2024,East,Clothing,Regular,Delivered,13,532.2895978,20,5535.81,High,2024Q1,544918.75,1.016
ORD5426,1058,02-08-2024,West,Sports,VIP,Returned,2,257.9780783,10,464.36,Low,2024Q3,536206.69,0.087
ORD5427,1046,30-10-2024,North,Home,VIP,Delivered,18,477.1269641,0,8588.29,High,2024Q4,640634.4,1.341
ORD5428,1080,29-01-2024,South,Electronics,Regular,Returned,1,367.5621531,0,367.56,Low,2024Q1,527524.29,0.07
ORD5429,1062,22-08-2024,North,Home,Premium,Delivered,1,333.2623881,10,299.94,Low,2024Q3,640634.4,0.047
ORD5430,1007,15-12-2024,South,Clothing,Regular,Delivered,13,402.8938522,0,5237.62,Medium,2024Q4,527524.29,0.993
ORD5431,1056,03-09-2024,West,Sports,Regular,Delivered,21,523.8381135,0,11000.6,High,2024Q3,536206.69,2.052
ORD5432,1046,14-04-2024,South,Home,VIP,Delivered,2,74.20924602,20,118.73,Low,2024Q2,527524.29,0.023
ORD5433,1066,31-10-2024,South,Electronics,Premium,Delivered,2,399.2669379,0,798.53,Low,2024Q4,527524.29,0.151
