order_id,customer_id,order_date,region,category,segment,status,units,unit_price,discount_pct,shipping_cost,rating,revenue,profit,year,month,quarter,day_of_week,is_weekend,net_revenue,profit_margin,rev_tier,is_returned,is_cancelled,seg_total,seg_share_pct
GM10250,C157,2024-08-14,North,Electronics,B2C,Delivered,46,277.2781794423238,5,183.47249524300327,5,12117.06,2966.54,2024,2024-08,2024Q3,Wednesday,False,11933.59,24.48,High,0,0,5282746.83,0.229
GM10251,C052,2024-03-29,Central,Clothing,B2B,Delivered,8,556.8360288915198,25,160.18602718383116,5,3341.02,819.65,2024,2024-03,2024Q1,Friday,False,3180.83,24.53,Low,0,0,2559078.14,0.131
GM10252,C109,2024-03-31,South,Electronics,B2C,Cancelled,33,248.40942540850756,25,21.286898419696442,3,6148.13,568.26,2024,2024-03,2024Q1,Sunday,True,6126.84,9.24,Medium,0,1,5282746.83,0.116
GM10253,C029,2023-01-09,West,Sports,B2B,Delivered,27,668.5893277651408,10,163.13490995174143,3,16246.72,5067.84,2023,2023-01,2023Q1,Monday,False,16083.59,31.19,High,0,0,2559078.14,0.635
GM10254,C149,2023-03-31,East,Sports,B2C,Delivered,23,447.2118613583101,10,169.74125920458062,2,9257.29,1940.14,2023,2023-03,2023Q1,Friday,False,9087.55,20.96,Medium,0,0,5282746.83,0.175
GM10255,C031,2024-06-09,East,Clothing,B2C,Delivered,49,238.43791324560684,0,17.402393830777008,5,11683.46,1523.34,2024,2024-06,2024Q2,Sunday,True,11666.06,13.04,High,0,0,5282746.83,0.221
GM10256,C073,2024-11-16,West,Electronics,B2C,Pending,24,295.0327226802355,10,73.02032430676522,4,6372.71,965.22,2024,2024-11,2024Q4,Saturday,True,6299.69,15.15,Medium,0,0,5282746.83,0.121
GM10257,C141,2023-11-19,West,Home,B2B,Returned,36,164.2397461465111,5,183.30037649055546,4,5617.0,518.99,2023,2023-11,2023Q4,Sunday,True,5433.7,9.24,Medium,1,0,2559078.14,0.219
GM10258,C056,2023-03-09,North,Electronics,B2C,Delivered,4,109.07219270378361,0,71.46334751815002,5,436.29,46.05,2023,2023-03,2023Q1,Thursday,False,364.83,10.55,Low,0,0,5282746.83,0.008
GM10259,C046,2024-08-28,West,Home,Enterprise,Delivered,13,420.6465818762066,5,111.04887438449013,1,5194.99,1152.02,2024,2024-08,2024Q3,Wednesday,False,5083.94,22.18,Medium,0,0,1511486.14,0.344
GM10260,C021,2023-01-12,East,Electronics,B2B,Returned,28,420.18696330461285,5,48.25291300870999,4,11176.97,2602.2,2023,2023-01,2023Q1,Thursday,False,11128.72,23.28,High,1,0,2559078.14,0.437
GM10261,C163,2024-02-12,South,Home,B2C,Delivered,19,576.1999836700267,15,120.69220972795488,4,9305.63,1673.56,2024,2024-02,2024Q1,Monday,False,9184.94,17.98,Medium,0,0,5282746.83,0.176
GM10262,C052,2023-04-18,South,Home,B2C,Delivered,6,739.64542828196,5,144.41470238734044,4,4215.98,1357.42,2023,2023-04,2023Q2,Tuesday,False,4071.57,32.2,Medium,0,0,5282746.83,0.08
GM10263,C145,2023-11-27,West,Electronics,B2B,Delivered,30,484.9798386252848,20,52.55312674445171,5,11639.52,1412.73,2023,2023-11,2023Q4,Monday,False,11586.97,12.14,High,0,0,2559078.14,0.455
GM10264,C029,2024-07-27,South,Books,B2C,Delivered,11,215.12161865779956,0,61.327851385525996,4,2366.34,583.5,2024,2024-07,2024Q3,Saturday,True,2305.01,24.66,Low,0,0,5282746.83,0.045
GM10265,C177,2024-06-13,East,Home,B2C,Delivered,10,710.8387137508627,25,82.43887246378529,5,5331.29,387.11,2024,2024-06,2024Q2,Thursday,False,5248.85,7.26,Medium,0,0,5282746.83,0.101
GM10266,C124,2024-03-11,Central,Home,B2C,Cancelled,35,329.79527085818813,5,84.73608927926428,3,10965.69,2516.78,2024,2024-03,2024Q1,Monday,False,10880.95,22.95,Medium,0,1,5282746.83,0.208
GM10267,C107,2024-09-01,North,Clothing,Enterprise,Pending,11,217.01751525568847,20,104.91451906378417,5,1909.75,430.75,2024,2024-09,2024Q3,Sunday,True,1804.84,22.56,Low,0,0,1511486.14,0.126
GM10268,C115,2023-05-28,East,Sports,B2C,Returned,31,368.56138305067384,0,44.622120552722535,1,11425.4,673.33,2023,2023-05,2023Q2,Sunday,True,11380.78,5.89,High,1,0,5282746.83,0.216
GM10269,C062,2024-10-22,South,Home,B2B,Returned,23,20.069280781903768,0,160.45768368615487,5,461.59,38.29,2024,2024-10,2024Q4,Tuesday,False,301.13,8.3,Low,1,0,2559078.14,0.018
GM10270,C179,2023-03-28,East,Sports,B2B,Delivered,14,758.4460082359285,5,58.86596071268874,5,10087.33,2671.56,2023,2023-03,2023Q1,Tuesday,False,10028.46,26.48,Medium,0,0,2559078.14,0.394
GM10271,C088,2023-06-10,West,Books,B2B,Delivered,42,435.8821072014654,0,107.19921712996614,4,18307.05,5692.03,2023,2023-06,2023Q2,Saturday,True,18199.85,31.09,High,0,0,2559078.14,0.715
GM10272,C164,2023-06-04,Central,Electronics,B2B,Delivered,24,701.7328416439649,10,128.24240061430834,4,15157.43,2980.97,2023,2023-06,2023Q2,Sunday,True,15029.19,19.67,High,0,0,2559078.14,0.592
GM10273,C173,2023-11-16,South,Clothing,B2B,Delivered,13,530.4984968828549,15,48.94317947074556,3,5862.01,449.99,2023,2023-11,2023Q4,Thursday,False,5813.07,7.68,Medium,0,0,2559078.14,0.229
GM10274,C062,2024-03-15,South,Home,B2C,Delivered,30,401.84411323722645,25,42.53366172694235,3,9041.49,852.01,2024,2024-03,2024Q1,Friday,False,8998.96,9.42,Medium,0,0,5282746.83,0.171
GM10275,C148,2023-09-09,South,Books,B2C,Delivered,40,371.8118331435737,15,65.59858228676774,3,12641.6,4098.68,2023,2023-09,2023Q3,Saturday,True,12576.0,32.42,High,0,0,5282746.83,0.239
GM10276,C106,2023-02-02,North,Electronics,B2C,Delivered,47,335.27270979660426,20,164.6170546127001,5,12606.25,897.5,2023,2023-02,2023Q1,Thursday,False,12441.63,7.12,High,0,0,5282746.83,0.239
GM10277,C094,2023-08-19,South,Electronics,B2C,Delivered,31,748.5002786673826,20,112.84248596356417,3,18562.81,2344.79,2023,2023-08,2023Q3,Saturday,True,18449.97,12.63,High,0,0,5282746.83,0.351
GM10278,C081,2023-10-20,East,Electronics,B2B,Returned,38,28.430502520516605,25,148.04993349760628,4,810.27,66.18,2023,2023-10,2023Q4,Friday,False,662.22,8.17,Low,1,0,2559078.14,0.032
GM10279,C183,2023-03-07,Central,Clothing,B2B,Delivered,21,342.4306742467763,15,23.9711684256903,5,6112.39,922.21,2023,2023-03,2023Q1,Tuesday,False,6088.42,15.09,Medium,0,0,2559078.14,0.239
GM10280,C074,2023-12-05,South,Home,B2C,Returned,31,653.3258769573067,0,41.68475635136149,4,20253.1,2573.17,2023,2023-12,2023Q4,Tuesday,False,20211.42,12.71,High,1,0,5282746.83,0.383
GM10281,C033,2023-03-09,East,Electronics,B2B,Delivered,3,764.205320919655,20,159.72233793131863,4,1834.09,113.98,2023,2023-03,2023Q1,Thursday,False,1674.37,6.21,Low,0,0,2559078.14,0.072
GM10282,C196,2024-06-10,South,Sports,B2C,Pending,2,652.313257179486,10,173.4817206281862,1,1174.16,135.37,2024,2024-06,2024Q2,Monday,False,1000.68,11.53,Low,0,0,5282746.83,0.022
GM10283,C103,2024-05-08,West,Electronics,B2C,Delivered,2,714.4155253039684,10,105.08403330854408,2,1285.95,163.86,2024,2024-05,2024Q2,Wednesday,False,1180.87,12.74,Low,0,0,5282746.83,0.024
GM10284,C114,2023-12-25,North,Clothing,B2C,Returned,17,131.3755242914429,15,189.32240335462657,3,1898.38,496.58,2023,2023-12,2023Q4,Monday,False,1709.06,26.16,Low,1,0,5282746.83,0.036
GM10285,C127,2024-12-20,South,Electronics,B2C,Delivered,49,190.86981616782393,10,89.55648752522553,5,8417.36,618.13,2024,2024-12,2024Q4,Friday,False,8327.8,7.34,Medium,0,0,5282746.83,0.159
GM10286,C186,2023-02-20,North,Electronics,B2B,Returned,32,398.116757333073,0,167.08014202658254,4,12739.74,3738.4,2023,2023-02,2023Q1,Monday,False,12572.66,29.34,High,1,0,2559078.14,0.498
GM10287,C048,2024-08-04,Central,Home,B2C,Delivered,36,589.4530813143101,20,46.861824601459446,4,16976.25,1358.11,2024,2024-08,2024Q3,Sunday,True,16929.39,8.0,High,0,0,5282746.83,0.321
GM10288,C040,2023-12-15,East,Books,B2C,Cancelled,27,766.769484664038,5,66.19845406896653,5,19667.64,2069.45,2023,2023-12,2023Q4,Friday,False,19601.44,10.52,High,0,1,5282746.83,0.372
GM10289,C001,2024-05-04,West,Clothing,B2C,Returned,30,445.31693734148575,10,180.384839717726,5,12023.56,1035.2,2024,2024-05,2024Q2,Saturday,True,11843.18,8.61,High,1,0,5282746.83,0.228
GM10290,C160,2023-10-29,South,Books,B2C,Cancelled,23,401.25474459103793,0,74.7864242951327,5,9228.86,3030.13,2023,2023-10,2023Q4,Sunday,True,9154.07,32.83,Medium,0,1,5282746.83,0.175
GM10291,C018,2024-12-30,South,Books,Enterprise,Returned,38,603.9213828527044,15,44.6090585354566,2,19506.66,4588.29,2024,2024-12,2024Q4,Monday,False,19462.05,23.52,High,1,0,1511486.14,1.291
GM10292,C004,2024-07-30,West,Sports,B2B,Delivered,31,125.17959751110752,15,135.5433367680409,5,3298.48,655.96,2024,2024-07,2024Q3,Tuesday,False,3162.94,19.89,Low,0,0,2559078.14,0.129
GM10293,C188,2024-02-11,East,Sports,B2C,Returned,42,716.0807950110612,5,89.41257127552822,5,28571.62,9952.58,2024,2024-02,2024Q1,Sunday,True,28482.21,34.83,High,1,0,5282746.83,0.541
GM10294,C028,2023-08-07,Central,Books,B2C,Delivered,40,273.715101867049,15,129.09415074724603,4,9306.31,2729.59,2023,2023-08,2023Q3,Monday,False,9177.22,29.33,Medium,0,0,5282746.83,0.176
GM10295,C173,2023-01-11,South,Home,B2C,Returned,40,103.0803201082013,5,162.34387352301817,4,3917.05,1007.74,2023,2023-01,2023Q1,Wednesday,False,3754.71,25.73,Low,1,0,5282746.83,0.074
GM10296,C130,2024-06-15,West,Electronics,B2C,Returned,46,174.73895692842132,10,47.44473433060938,4,7234.19,657.17,2024,2024-06,2024Q2,Saturday,True,7186.75,9.08,Medium,1,0,5282746.83,0.137
GM10297,C036,2023-03-01,East,Sports,B2C,Delivered,45,545.135701279346,5,68.26457022188549,5,23304.55,2781.82,2023,2023-03,2023Q1,Wednesday,False,23236.29,11.94,High,0,0,5282746.83,0.441
GM10298,C068,2024-10-08,East,Sports,B2C,Delivered,5,77.3169025707241,20,194.1112550401797,4,309.27,42.22,2024,2024-10,2024Q4,Tuesday,False,115.16,13.65,Low,0,0,5282746.83,0.006
GM10299,C187,2023-05-21,North,Sports,Enterprise,Delivered,46,380.8371595245606,20,42.653677695392545,4,14014.81,1402.01,2023,2023-05,2023Q2,Sunday,True,13972.16,10.0,High,0,0,1511486.14,0.927
GM10300,C103,2023-06-11,South,Clothing,B2B,Delivered,18,358.41381744812554,10,199.1699736439868,4,5806.3,1277.38,2023,2023-06,2023Q2,Sunday,True,5607.13,22.0,Medium,0,0,2559078.14,0.227
GM10301,C179,2024-02-08,Central,Sports,B2B,Delivered,43,158.21582651045645,25,198.96365672429292,3,5102.46,1311.87,2024,2024-02,2024Q1,Thursday,False,4903.5,25.71,Medium,0,0,2559078.14,0.199
GM10302,C152,2024-06-02,East,Beauty,B2B,Delivered,2,473.51699456273036,15,102.22261636258895,3,804.98,230.96,2024,2024-06,2024Q2,Sunday,True,702.76,28.69,Low,0,0,2559078.14,0.031
GM10303,C176,2023-03-29,East,Home,B2B,Delivered,3,481.53661625177443,15,129.56870138379648,1,1227.92,158.4,2023,2023-03,2023Q1,Wednesday,False,1098.35,12.9,Low,0,0,2559078.14,0.048
GM10304,C012,2023-11-20,North,Electronics,B2B,Returned,14,442.73527322916345,20,197.48197243033331,5,4958.64,1369.91,2023,2023-11,2023Q4,Monday,False,4761.16,27.63,Medium,1,0,2559078.14,0.194
GM10305,C162,2024-12-09,East,Electronics,B2C,Returned,19,70.22085657550684,0,91.50442832435444,5,1334.2,178.26,2024,2024-12,2024Q4,Monday,False,1242.7,13.36,Low,1,0,5282746.83,0.025
GM10306,C022,2023-09-29,South,Books,B2C,Pending,47,538.340637324225,25,12.905738438524434,5,18976.51,5136.18,2023,2023-09,2023Q3,Friday,False,18963.6,27.07,High,0,0,5282746.83,0.359
GM10307,C101,2023-02-13,West,Home,B2C,Returned,50,619.4631185024281,0,194.85165291042233,3,30973.16,7038.92,2023,2023-02,2023Q1,Monday,False,30778.31,22.73,High,1,0,5282746.83,0.586
GM10308,C030,2024-07-06,Central,Home,B2C,Delivered,23,151.79389420918992,25,57.0933901246698,4,2618.44,321.36,2024,2024-07,2024Q3,Saturday,True,2561.35,12.27,Low,0,0,5282746.83,0.05
GM10309,C115,2023-09-30,Central,Books,Enterprise,Cancelled,12,435.104960973995,20,194.0703737008041,4,4177.01,665.33,2023,2023-09,2023Q3,Saturday,True,3982.94,15.93,Medium,0,1,1511486.14,0.276
GM10310,C009,2023-12-08,West,Beauty,B2C,Delivered,21,564.3373882185506,10,194.12869259077095,4,10665.98,2761.73,2023,2023-12,2023Q4,Friday,False,10471.85,25.89,Medium,0,0,5282746.83,0.202
GM10311,C172,2023-02-07,Central,Clothing,B2C,Delivered,20,634.1622190384734,10,189.35747602660658,1,11414.92,788.93,2023,2023-02,2023Q1,Tuesday,False,11225.56,6.91,High,0,0,5282746.83,0.216
GM10312,C107,2023-02-12,North,Sports,B2C,Delivered,47,80.10098633514033,5,160.29237790473286,3,3576.51,426.47,2023,2023-02,2023Q1,Sunday,True,3416.22,11.92,Low,0,0,5282746.83,0.068
GM10313,C028,2024-01-05,West,Electronics,Enterprise,Delivered,8,272.8400464147991,25,128.64321054345328,4,1637.04,91.26,2024,2024-01,2024Q1,Friday,False,1508.4,5.57,Low,0,0,1511486.14,0.108
GM10314,C085,2023-03-23,North,Home,B2B,Delivered,22,129.1110388110432,20,150.18065388385946,2,2272.35,147.25,2023,2023-03,2023Q1,Thursday,False,2122.17,6.48,Low,0,0,2559078.14,0.089
GM10315,C133,2023-06-30,West,Clothing,B2B,Delivered,17,498.37361405218553,20,198.18258883492743,5,6777.88,993.71,2023,2023-06,2023Q2,Friday,False,6579.7,14.66,Medium,0,0,2559078.14,0.265
GM10316,C172,2024-07-28,West,Clothing,B2C,Cancelled,44,411.1609698083838,15,25.51482757753572,2,15377.42,4480.49,2024,2024-07,2024Q3,Sunday,True,15351.91,29.14,High,0,1,5282746.83,0.291
GM10317,C110,2024-04-05,West,Books,B2C,Delivered,1,622.4292773294126,25,100.6247738650525,2,466.82,161.34,2024,2024-04,2024Q2,Friday,False,366.2,34.56,Low,0,0,5282746.83,0.009
GM10318,C137,2024-07-11,North,Home,B2C,Delivered,6,726.5048649749403,25,139.5971485240535,4,3269.27,795.82,2024,2024-07,2024Q3,Thursday,False,3129.67,24.34,Low,0,0,5282746.83,0.062
GM10319,C118,2023-01-26,East,Sports,B2C,Delivered,23,124.21864388897403,10,20.022737215245456,5,2571.33,476.78,2023,2023-01,2023Q1,Thursday,False,2551.31,18.54,Low,0,0,5282746.83,0.049
GM10320,C185,2024-04-19,South,Electronics,B2C,Pending,25,590.5563934928455,25,146.68850485057868,1,11072.93,3049.14,2024,2024-04,2024Q2,Friday,False,10926.24,27.54,Medium,0,0,5282746.83,0.21
GM10321,C029,2023-03-31,Central,Beauty,B2B,Delivered,16,206.39351376449275,10,121.42570558610382,4,2972.07,865.85,2023,2023-03,2023Q1,Friday,False,2850.64,29.13,Low,0,0,2559078.14,0.116
GM10322,C028,2024-02-04,West,Electronics,B2C,Delivered,18,490.3008372733556,15,39.47471076424623,4,7501.6,2202.39,2024,2024-02,2024Q1,Sunday,True,7462.13,29.36,Medium,0,0,5282746.83,0.142
GM10323,C138,2023-03-15,South,Electronics,B2C,Delivered,18,329.4829610102564,0,30.739762389368288,4,5930.69,821.27,2023,2023-03,2023Q1,Wednesday,False,5899.95,13.85,Medium,0,0,5282746.83,0.112
GM10324,C002,2023-01-28,East,Sports,B2B,Delivered,44,524.8081770053128,10,74.86318043498375,5,20782.4,4598.5,2023,2023-01,2023Q1,Saturday,True,20707.54,22.13,High,0,0,2559078.14,0.812
GM10325,C170,2023-06-16,East,Home,B2B,Returned,19,593.1377589234443,10,148.9564594772349,4,10142.66,1225.42,2023,2023-06,2023Q2,Friday,False,9993.7,12.08,Medium,1,0,2559078.14,0.396
GM10326,C074,2023-10-06,North,Electronics,B2B,Delivered,50,179.35168262196552,20,97.06589632016204,3,7174.07,1434.13,2023,2023-10,2023Q4,Friday,False,7077.0,19.99,Medium,0,0,2559078.14,0.28
GM10327,C087,2024-03-15,North,Electronics,Enterprise,Delivered,6,376.9045176671954,5,72.28318172162514,5,2148.36,194.49,2024,2024-03,2024Q1,Friday,False,2076.08,9.05,Low,0,0,1511486.14,0.142
GM10328,C100,2023-02-13,East,Beauty,B2C,Delivered,24,482.6143989020462,10,97.16083588085179,5,10424.47,3620.58,2023,2023-02,2023Q1,Monday,False,10327.31,34.73,Medium,0,0,5282746.83,0.197
GM10329,C026,2023-09-23,East,Sports,B2C,Delivered,36,106.11225136424416,15,84.02953271877539,5,3247.03,893.18,2023,2023-09,2023Q3,Saturday,True,3163.0,27.51,Low,0,0,5282746.83,0.061
GM10330,C044,2023-01-10,North,Beauty,Enterprise,Delivered,18,187.67366884105095,0,164.81093224341473,5,3378.13,997.18,2023,2023-01,2023Q1,Tuesday,False,3213.32,29.52,Low,0,0,1511486.14,0.223
GM10331,C043,2023-05-05,West,Beauty,B2C,Delivered,40,57.70949519139883,5,98.74891886033387,2,2192.96,248.27,2023,2023-05,2023Q2,Friday,False,2094.21,11.32,Low,0,0,5282746.83,0.042
GM10332,C012,2023-08-25,North,Beauty,Enterprise,Cancelled,36,265.3101284426274,5,196.70427672417705,3,9073.61,1464.73,2023,2023-08,2023Q3,Friday,False,8876.91,16.14,Medium,0,1,1511486.14,0.6
GM10333,C121,2023-08-21,East,Books,B2B,Delivered,43,759.6946481509475,0,48.32141212709936,4,32666.87,9282.62,2023,2023-08,2023Q3,Monday,False,32618.55,28.42,High,0,0,2559078.14,1.277
GM10334,C199,2024-09-20,Central,Books,B2C,Delivered,18,578.1402500367866,20,145.53484021486247,3,8325.22,1820.04,2024,2024-09,2024Q3,Friday,False,8179.69,21.86,Medium,0,0,5282746.83,0.158
GM10335,C013,2023-09-29,West,Sports,Enterprise,Delivered,14,459.86928221527444,25,190.7561615601551,4,4828.63,878.88,2023,2023-09,2023Q3,Friday,False,4637.87,18.2,Medium,0,0,1511486.14,0.319
GM10336,C101,2023-09-10,North,Electronics,B2C,Returned,18,476.5281357148648,10,198.05736762801192,3,7719.76,582.77,2023,2023-09,2023Q3,Sunday,True,7521.7,7.55,Medium,1,0,5282746.83,0.146
GM10337,C013,2023-06-25,East,Sports,B2B,Cancelled,8,336.37298074404714,20,91.17049544668092,5,2152.79,518.29,2023,2023-06,2023Q2,Sunday,True,2061.62,24.08,Low,0,1,2559078.14,0.084
GM10338,C148,2024-05-16,West,Clothing,B2C,Delivered,39,594.6543653971651,15,63.4503298327754,3,19712.79,6877.85,2024,2024-05,2024Q2,Thursday,False,19649.34,34.89,High,0,0,5282746.83,0.373
GM10339,C165,2023-11-07,North,Books,B2C,Returned,6,410.1556609754415,25,166.38156704040549,5,1845.7,617.13,2023,2023-11,2023Q4,Tuesday,False,1679.32,33.44,Low,1,0,5282746.83,0.035
GM10340,C181,2024-09-30,North,Electronics,B2C,Delivered,30,718.7405909331505,0,132.5829534611258,4,21562.22,4546.69,2024,2024-09,2024Q3,Monday,False,21429.64,21.09,High,0,0,5282746.83,0.408
GM10341,C182,2024-03-18,East,Electronics,B2C,Cancelled,38,33.22658207789462,0,64.57942712908883,5,1262.61,299.39,2024,2024-03,2024Q1,Monday,False,1198.03,23.71,Low,0,1,5282746.83,0.024
GM10342,C038,2023-07-14,West,Beauty,Enterprise,Delivered,50,44.06200538475568,25,101.5048508133552,4,1652.33,88.21,2023,2023-07,2023Q3,Friday,False,1550.83,5.34,Low,0,0,1511486.14,0.109
GM10343,C163,2024-01-24,South,Books,B2C,Delivered,16,254.85095628777253,0,87.10414509203312,1,4077.62,1030.61,2024,2024-01,2024Q1,Wednesday,False,3990.52,25.27,Medium,0,0,5282746.83,0.077
GM10344,C089,2024-08-26,Central,Electronics,B2C,Delivered,35,220.91520909893188,25,86.04921004420176,4,5799.02,1963.51,2024,2024-08,2024Q3,Monday,False,5712.97,33.86,Medium,0,0,5282746.83,0.11
GM10345,C096,2023-03-20,Central,Sports,B2B,Returned,11,25.350763748192477,20,146.85462644769805,5,223.09,19.37,2023,2023-03,2023Q1,Monday,False,76.24,8.68,Low,1,0,2559078.14,0.009
GM10346,C051,2023-05-12,East,Sports,B2C,Delivered,36,790.0863951303988,20,96.8462851475854,2,22754.49,7388.68,2023,2023-05,2023Q2,Friday,False,22657.64,32.47,High,0,0,5282746.83,0.431
GM10347,C062,2024-12-10,East,Beauty,B2B,Delivered,47,54.33638294997266,0,41.79855999336367,1,2553.81,764.06,2024,2024-12,2024Q4,Tuesday,False,2512.01,29.92,Low,0,0,2559078.14,0.1
GM10348,C196,2023-07-28,Central,Clothing,Enterprise,Delivered,8,500.84860290127347,25,66.73899188846661,4,3005.09,864.5,2023,2023-07,2023Q3,Friday,False,2938.35,28.77,Low,0,0,1511486.14,0.199
GM10349,C192,2024-08-25,Central,Clothing,B2B,Delivered,16,248.66477282524838,25,12.632914297422975,5,2983.98,380.17,2024,2024-08,2024Q3,Sunday,True,2971.35,12.74,Low,0,0,2559078.14,0.117
GM10350,C111,2023-09-27,Central,Books,B2B,Returned,19,743.6661445628562,0,80.66714821574227,3,14129.66,2531.78,2023,2023-09,2023Q3,Wednesday,False,14048.99,17.92,High,1,0,2559078.14,0.552
GM10351,C185,2023-04-15,Central,Electronics,B2C,Delivered,15,129.85064886268793,20,57.118759845831185,4,1558.21,467.21,2023,2023-04,2023Q2,Saturday,True,1501.09,29.98,Low,0,0,5282746.83,0.029
GM10352,C026,2024-02-23,Central,Clothing,B2C,Delivered,22,738.8116976023456,10,97.96067624531892,3,14628.47,2298.59,2024,2024-02,2024Q1,Friday,False,14530.51,15.71,High,0,0,5282746.83,0.277
GM10353,C093,2024-01-14,Central,Electronics,B2C,Delivered,45,632.0479662300058,15,137.21975775394657,4,24175.83,3789.13,2024,2024-01,2024Q1,Sunday,True,24038.61,15.67,High,0,0,5282746.83,0.458
GM10354,C159,2023-02-07,West,Home,B2C,Returned,10,100.21801948302127,5,76.3554429361947,5,952.07,79.62,2023,2023-02,2023Q1,Tuesday,False,875.71,8.36,Low,1,0,5282746.83,0.018
GM10355,C062,2024-09-28,South,Sports,B2B,Delivered,23,107.1210997725619,20,27.47385262750413,1,1971.03,147.34,2024,2024-09,2024Q3,Saturday,True,1943.56,7.48,Low,0,0,2559078.14,0.077
GM10356,C158,2024-01-24,Central,Clothing,B2C,Cancelled,45,644.9022848176604,25,57.260918719365996,4,21765.45,2914.5,2024,2024-01,2024Q1,Wednesday,False,21708.19,13.39,High,0,1,5282746.83,0.412
GM10357,C091,2023-10-10,West,Sports,B2C,Delivered,50,118.04713247204661,10,42.42745896773668,4,5312.12,710.31,2023,2023-10,2023Q4,Tuesday,False,5269.69,13.37,Medium,0,0,5282746.83,0.101
GM10358,C009,2024-09-22,North,Sports,B2C,Pending,23,152.8783726314604,15,80.25320860975556,2,2988.77,615.88,2024,2024-09,2024Q3,Sunday,True,2908.52,20.61,Low,0,0,5282746.83,0.057
GM10359,C135,2023-02-09,West,Home,Enterprise,Returned,38,564.5609252985201,10,185.69875554170576,3,19307.98,5419.58,2023,2023-02,2023Q1,Thursday,False,19122.28,28.07,High,1,0,1511486.14,1.277
GM10360,C109,2023-06-19,West,Sports,B2B,Delivered,2,547.5059956300543,0,86.71680796678514,3,1095.01,352.8,2023,2023-06,2023Q2,Monday,False,1008.29,32.22,Low,0,0,2559078.14,0.043
GM10361,C051,2024-02-25,East,Sports,Enterprise,Returned,28,709.2925102744582,15,87.15521741496737,2,16881.16,3087.46,2024,2024-02,2024Q1,Sunday,True,16794.0,18.29,High,1,0,1511486.14,1.117
GM10362,C108,2023-12-12,South,Sports,B2C,Delivered,33,645.1517348265793,0,193.56493266363356,3,21290.01,5863.44,2023,2023-12,2023Q4,Tuesday,False,21096.45,27.54,High,0,0,5282746.83,0.403
GM10363,C040,2024-05-26,West,Electronics,B2C,Delivered,15,71.50357121502203,15,109.08564235548079,2,911.67,170.12,2024,2024-05,2024Q2,Sunday,True,802.58,18.66,Low,0,0,5282746.83,0.017
GM10364,C141,2023-02-06,West,Sports,B2B,Delivered,4,615.5170045520144,15,10.946017383380626,5,2092.76,169.78,2023,2023-02,2023Q1,Monday,False,2081.81,8.11,Low,0,0,2559078.14,0.082
GM10365,C149,2023-02-25,West,Electronics,B2C,Delivered,39,743.7831914198646,10,179.48336510061947,4,26106.79,2882.26,2023,2023-02,2023Q1,Saturday,True,25927.31,11.04,High,0,0,5282746.83,0.494
GM10366,C007,2023-02-15,Central,Home,B2C,Delivered,1,52.907625085504456,20,184.9008859405755,4,42.33,6.37,2023,2023-02,2023Q1,Wednesday,False,-142.57,15.05,Low,0,0,5282746.83,0.001
GM10367,C101,2024-07-18,South,Home,B2C,Delivered,49,26.964963364096228,25,74.55116557118733,3,990.96,96.26,2024,2024-07,2024Q3,Thursday,False,916.41,9.71,Low,0,0,5282746.83,0.019
GM10368,C145,2023-01-09,East,Home,B2C,Returned,30,686.7319240967222,0,191.1424298097808,5,20601.96,6880.57,2023,2023-01,2023Q1,Monday,False,20410.82,33.4,High,1,0,5282746.83,0.39
GM10369,C091,2023-06-16,Central,Clothing,B2B,Delivered,8,608.036575317128,15,75.33649240768007,3,4134.65,573.63,2023,2023-06,2023Q2,Friday,False,4059.31,13.87,Medium,0,0,2559078.14,0.162
GM10370,C150,2023-09-30,East,Home,B2B,Cancelled,20,80.66108620125208,20,11.190785277095982,4,1290.58,112.43,2023,2023-09,2023Q3,Saturday,True,1279.39,8.71,Low,0,1,2559078.14,0.05
GM10371,C172,2023-02-05,South,Clothing,B2B,Delivered,17,584.5359752640529,0,51.11525904604629,5,9937.11,3274.85,2023,2023-02,2023Q1,Sunday,True,9885.99,32.96,Medium,0,0,2559078.14,0.388
GM10372,C127,2023-08-15,East,Home,B2C,Delivered,31,437.498937607887,25,169.0394008724069,4,10171.85,824.09,2023,2023-08,2023Q3,Tuesday,False,10002.81,8.1,Medium,0,0,5282746.83,0.193
GM10373,C017,2024-07-19,Central,Home,B2C,Returned,32,685.3884843123535,20,14.512421547287522,4,17545.95,3255.8,2024,2024-07,2024Q3,Friday,False,17531.44,18.56,High,1,0,5282746.83,0.332
GM10374,C067,2023-11-06,West,Sports,B2C,Delivered,35,57.52897700970296,5,174.9102390650875,3,1912.84,196.97,2023,2023-11,2023Q4,Monday,False,1737.93,10.3,Low,0,0,5282746.83,0.036
GM10375,C049,2023-08-12,South,Books,B2B,Returned,18,313.49878429030593,25,15.91186651115468,3,4232.23,966.22,2023,2023-08,2023Q3,Saturday,True,4216.32,22.83,Medium,1,0,2559078.14,0.165
GM10376,C095,2024-01-13,North,Sports,B2C,Delivered,34,222.80012748627445,25,33.61125850753833,4,5681.4,1903.78,2024,2024-01,2024Q1,Saturday,True,5647.79,33.51,Medium,0,0,5282746.83,0.108
GM10377,C184,2024-04-12,South,Home,B2C,Delivered,49,570.5397592113792,5,51.89984535800611,4,26558.63,3225.57,2024,2024-04,2024Q2,Friday,False,26506.73,12.15,High,0,0,5282746.83,0.503
